Date	SWR_in
10.03.2019 00:00:00	1.768
10.03.2019 00:02:00	1.664
10.03.2019 00:04:00	1.598
10.03.2019 00:06:00	1.649
10.03.2019 00:08:00	1.781
10.03.2019 00:10:00	1.787
10.03.2019 00:12:00	1.715
10.03.2019 00:14:00	1.614
10.03.2019 00:16:00	1.598
10.03.2019 00:18:00	1.593
10.03.2019 00:20:00	1.589
10.03.2019 00:22:00	1.548
10.03.2019 00:24:00	1.574
10.03.2019 00:26:00	1.666
10.03.2019 00:28:00	1.657
10.03.2019 00:30:00	1.646
10.03.2019 00:32:00	1.613
10.03.2019 00:34:00	1.573
10.03.2019 00:36:00	1.555
10.03.2019 00:38:00	1.692
10.03.2019 00:40:00	1.852
10.03.2019 00:42:00	1.855
10.03.2019 00:44:00	1.78
10.03.2019 00:46:00	1.666
10.03.2019 00:48:00	1.658
10.03.2019 00:50:00	1.908
10.03.2019 00:52:00	1.925
10.03.2019 00:54:00	1.912
10.03.2019 00:56:00	1.814
10.03.2019 00:58:00	1.68
10.03.2019 01:00:00	1.497
10.03.2019 01:02:00	1.357
10.03.2019 01:04:00	1.388
10.03.2019 01:06:00	1.59
10.03.2019 01:08:00	1.522
10.03.2019 01:10:00	1.262
10.03.2019 01:12:00	1.234
10.03.2019 01:14:00	1.178
10.03.2019 01:16:00	1.203
10.03.2019 01:18:00	1.27
10.03.2019 01:20:00	1.294
10.03.2019 01:22:00	1.31
10.03.2019 01:24:00	1.406
10.03.2019 01:26:00	1.453
10.03.2019 01:28:00	1.574
10.03.2019 01:30:00	1.806
10.03.2019 01:32:00	1.762
10.03.2019 01:34:00	1.597
10.03.2019 01:36:00	1.487
10.03.2019 01:38:00	1.457
10.03.2019 01:40:00	1.579
10.03.2019 01:42:00	1.692
10.03.2019 01:44:00	1.725
10.03.2019 01:46:00	1.636
10.03.2019 01:48:00	1.535
10.03.2019 01:50:00	1.417
10.03.2019 01:52:00	1.323
10.03.2019 01:54:00	1.293
10.03.2019 01:56:00	1.347
10.03.2019 01:58:00	1.525
10.03.2019 02:00:00	1.608
10.03.2019 02:02:00	1.636
10.03.2019 02:04:00	1.595
10.03.2019 02:06:00	1.482
10.03.2019 02:08:00	1.345
10.03.2019 02:10:00	1.195
10.03.2019 02:12:00	1.274
10.03.2019 02:14:00	1.485
10.03.2019 02:16:00	1.673
10.03.2019 02:18:00	1.755
10.03.2019 02:20:00	1.747
10.03.2019 02:22:00	1.703
10.03.2019 02:24:00	1.584
10.03.2019 02:26:00	1.559
10.03.2019 02:28:00	1.64
10.03.2019 02:30:00	1.732
10.03.2019 02:32:00	1.8
10.03.2019 02:34:00	1.705
10.03.2019 02:36:00	1.638
10.03.2019 02:38:00	1.56
10.03.2019 02:40:00	1.529
10.03.2019 02:42:00	1.53
10.03.2019 02:44:00	1.418
10.03.2019 02:46:00	1.377
10.03.2019 02:48:00	1.351
10.03.2019 02:50:00	1.23
10.03.2019 02:52:00	1.116
10.03.2019 02:54:00	1.168
10.03.2019 02:56:00	1.176
10.03.2019 02:58:00	1.364
10.03.2019 03:00:00	1.476
10.03.2019 03:02:00	1.518
10.03.2019 03:04:00	1.41
10.03.2019 03:06:00	1.482
10.03.2019 03:08:00	1.509
10.03.2019 03:10:00	1.547
10.03.2019 03:12:00	1.6
10.03.2019 03:14:00	1.523
10.03.2019 03:16:00	1.465
10.03.2019 03:18:00	1.545
10.03.2019 03:20:00	1.606
10.03.2019 03:22:00	1.678
10.03.2019 03:24:00	1.696
10.03.2019 03:26:00	1.76
10.03.2019 03:28:00	1.838
10.03.2019 03:30:00	1.885
10.03.2019 03:32:00	1.984
10.03.2019 03:34:00	2.136
10.03.2019 03:36:00	2.076
10.03.2019 03:38:00	2.134
10.03.2019 03:40:00	2.031
10.03.2019 03:42:00	2.023
10.03.2019 03:44:00	1.995
10.03.2019 03:46:00	2.032
10.03.2019 03:48:00	2.139
10.03.2019 03:50:00	2.169
10.03.2019 03:52:00	2.192
10.03.2019 03:54:00	2.079
10.03.2019 03:56:00	1.863
10.03.2019 03:58:00	1.704
10.03.2019 04:00:00	1.777
10.03.2019 04:02:00	1.687
10.03.2019 04:04:00	1.395
10.03.2019 04:06:00	1.282
10.03.2019 04:08:00	1.507
10.03.2019 04:10:00	1.703
10.03.2019 04:12:00	1.601
10.03.2019 04:14:00	1.43
10.03.2019 04:16:00	1.452
10.03.2019 04:18:00	1.585
10.03.2019 04:20:00	1.674
10.03.2019 04:22:00	1.772
10.03.2019 04:24:00	1.888
10.03.2019 04:26:00	1.921
10.03.2019 04:28:00	2.044
10.03.2019 04:30:00	2.091
10.03.2019 04:32:00	2.149
10.03.2019 04:34:00	2.204
10.03.2019 04:36:00	2.019
10.03.2019 04:38:00	1.856
10.03.2019 04:40:00	1.946
10.03.2019 04:42:00	2.03
10.03.2019 04:44:00	1.89
10.03.2019 04:46:00	1.838
10.03.2019 04:48:00	1.983
10.03.2019 04:50:00	2.059
10.03.2019 04:52:00	2.102
10.03.2019 04:54:00	1.955
10.03.2019 04:56:00	1.925
10.03.2019 04:58:00	1.804
10.03.2019 05:00:00	1.731
10.03.2019 05:02:00	1.607
10.03.2019 05:04:00	1.731
10.03.2019 05:06:00	1.969
10.03.2019 05:08:00	1.935
10.03.2019 05:10:00	1.832
10.03.2019 05:12:00	1.817
10.03.2019 05:14:00	1.859
10.03.2019 05:16:00	1.761
10.03.2019 05:18:00	1.775
10.03.2019 05:20:00	1.928
10.03.2019 05:22:00	2.051
10.03.2019 05:24:00	2.086
10.03.2019 05:26:00	1.989
10.03.2019 05:28:00	1.758
10.03.2019 05:30:00	1.711
10.03.2019 05:32:00	1.56
10.03.2019 05:34:00	1.456
10.03.2019 05:36:00	1.351
10.03.2019 05:38:00	1.279
10.03.2019 05:40:00	1.323
10.03.2019 05:42:00	1.347
10.03.2019 05:44:00	1.546
10.03.2019 05:46:00	1.578
10.03.2019 05:48:00	1.577
10.03.2019 05:50:00	1.582
10.03.2019 05:52:00	1.679
10.03.2019 05:54:00	1.948
10.03.2019 05:56:00	2.053
10.03.2019 05:58:00	2.017
10.03.2019 06:00:00	2.014
10.03.2019 06:02:00	1.893
10.03.2019 06:04:00	1.728
10.03.2019 06:06:00	1.68
10.03.2019 06:08:00	1.729
10.03.2019 06:10:00	1.746
10.03.2019 06:12:00	1.97
10.03.2019 06:14:00	2.067
10.03.2019 06:16:00	2.082
10.03.2019 06:18:00	2.129
10.03.2019 06:20:00	2.082
10.03.2019 06:22:00	2.003
10.03.2019 06:24:00	1.99
10.03.2019 06:26:00	1.866
10.03.2019 06:28:00	1.951
10.03.2019 06:30:00	2.005
10.03.2019 06:32:00	1.945
10.03.2019 06:34:00	1.863
10.03.2019 06:36:00	1.989
10.03.2019 06:38:00	2.194
10.03.2019 06:40:00	2.328
10.03.2019 06:42:00	2.643
10.03.2019 06:44:00	2.894
10.03.2019 06:46:00	3.412
10.03.2019 06:48:00	4.116
10.03.2019 06:50:00	4.832
10.03.2019 06:52:00	5.554
10.03.2019 06:54:00	6.306
10.03.2019 06:56:00	7.033
10.03.2019 06:58:00	7.794
10.03.2019 07:00:00	8.66
10.03.2019 07:02:00	9.53
10.03.2019 07:04:00	10.15
10.03.2019 07:06:00	10.72
10.03.2019 07:08:00	10.48
10.03.2019 07:10:00	10.62
10.03.2019 07:12:00	10.97
10.03.2019 07:14:00	11.93
10.03.2019 07:16:00	13.53
10.03.2019 07:18:00	14.82
10.03.2019 07:20:00	15.95
10.03.2019 07:22:00	17.45
10.03.2019 07:24:00	17.9
10.03.2019 07:26:00	18.49
10.03.2019 07:28:00	20.84
10.03.2019 07:30:00	22.08
10.03.2019 07:32:00	23.36
10.03.2019 07:34:00	25.72
10.03.2019 07:36:00	28.78
10.03.2019 07:38:00	30.87
10.03.2019 07:40:00	33.47
10.03.2019 07:42:00	36.97
10.03.2019 07:44:00	40.19
10.03.2019 07:46:00	42.4
10.03.2019 07:48:00	43.62
10.03.2019 07:50:00	44.23
10.03.2019 07:52:00	46.11
10.03.2019 07:54:00	46.84
10.03.2019 07:56:00	49.51
10.03.2019 07:58:00	54.67
10.03.2019 08:00:00	62.67
10.03.2019 08:02:00	66.65
10.03.2019 08:04:00	68.6
10.03.2019 08:06:00	68.91
10.03.2019 08:08:00	73.93
10.03.2019 08:10:00	82.6
10.03.2019 08:12:00	85.2
10.03.2019 08:14:00	78.83
10.03.2019 08:16:00	76.78
10.03.2019 08:18:00	81.9
10.03.2019 08:20:00	86.7
10.03.2019 08:22:00	100.1
10.03.2019 08:24:00	109.5
10.03.2019 08:26:00	110.4
10.03.2019 08:28:00	112.4
10.03.2019 08:30:00	112.3
10.03.2019 08:32:00	110.1
10.03.2019 08:34:00	109.3
10.03.2019 08:36:00	113.4
10.03.2019 08:38:00	118.7
10.03.2019 08:40:00	125.4
10.03.2019 08:42:00	126.1
10.03.2019 08:44:00	120.6
10.03.2019 08:46:00	121.7
10.03.2019 08:48:00	120.1
10.03.2019 08:50:00	118.3
10.03.2019 08:52:00	115.1
10.03.2019 08:54:00	110.4
10.03.2019 08:56:00	109.5
10.03.2019 08:58:00	116.5
10.03.2019 09:00:00	122.5
10.03.2019 09:02:00	130.3
10.03.2019 09:04:00	134.7
10.03.2019 09:06:00	124.7
10.03.2019 09:08:00	141.5
10.03.2019 09:10:00	148
10.03.2019 09:12:00	139.7
10.03.2019 09:14:00	146.7
10.03.2019 09:16:00	141.7
10.03.2019 09:18:00	149.9
10.03.2019 09:20:00	156.1
10.03.2019 09:22:00	179.4
10.03.2019 09:24:00	160.9
10.03.2019 09:26:00	146.9
10.03.2019 09:28:00	129
10.03.2019 09:30:00	126.4
10.03.2019 09:32:00	127.2
10.03.2019 09:34:00	125.4
10.03.2019 09:36:00	119.8
10.03.2019 09:38:00	116.4
10.03.2019 09:40:00	132.6
10.03.2019 09:42:00	152.4
10.03.2019 09:44:00	156.5
10.03.2019 09:46:00	154.3
10.03.2019 09:48:00	157.8
10.03.2019 09:50:00	160.3
10.03.2019 09:52:00	156.2
10.03.2019 09:54:00	147.2
10.03.2019 09:56:00	137.4
10.03.2019 09:58:00	137.6
10.03.2019 10:00:00	140.6
10.03.2019 10:02:00	138.2
10.03.2019 10:04:00	132.7
10.03.2019 10:06:00	132.4
10.03.2019 10:08:00	139.8
10.03.2019 10:10:00	153.2
10.03.2019 10:12:00	170
10.03.2019 10:14:00	184.7
10.03.2019 10:16:00	197.5
10.03.2019 10:18:00	198.9
10.03.2019 10:20:00	196.3
10.03.2019 10:22:00	196.5
10.03.2019 10:24:00	187
10.03.2019 10:26:00	167.8
10.03.2019 10:28:00	154.8
10.03.2019 10:30:00	149.3
10.03.2019 10:32:00	150.2
10.03.2019 10:34:00	152.1
10.03.2019 10:36:00	145.3
10.03.2019 10:38:00	129.3
10.03.2019 10:40:00	113.6
10.03.2019 10:42:00	102.8
10.03.2019 10:44:00	99.6
10.03.2019 10:46:00	100.4
10.03.2019 10:48:00	97.4
10.03.2019 10:50:00	97.5
10.03.2019 10:52:00	97.7
10.03.2019 10:54:00	93.5
10.03.2019 10:56:00	93
10.03.2019 10:58:00	97.4
10.03.2019 11:00:00	104.6
10.03.2019 11:02:00	115.3
10.03.2019 11:04:00	133.5
10.03.2019 11:06:00	143.6
10.03.2019 11:08:00	152.7
10.03.2019 11:10:00	169.2
10.03.2019 11:12:00	176.1
10.03.2019 11:14:00	179.8
10.03.2019 11:16:00	186.7
10.03.2019 11:18:00	194.6
10.03.2019 11:20:00	200.1
10.03.2019 11:22:00	191.6
10.03.2019 11:24:00	194.4
10.03.2019 11:26:00	212.7
10.03.2019 11:28:00	226.7
10.03.2019 11:30:00	225
10.03.2019 11:32:00	205.6
10.03.2019 11:34:00	221.1
10.03.2019 11:36:00	242
10.03.2019 11:38:00	254.6
10.03.2019 11:40:00	226.1
10.03.2019 11:42:00	213.9
10.03.2019 11:44:00	215.2
10.03.2019 11:46:00	216.5
10.03.2019 11:48:00	258.1
10.03.2019 11:50:00	276
10.03.2019 11:52:00	300.4
10.03.2019 11:54:00	375.9
10.03.2019 11:56:00	282.6
10.03.2019 11:58:00	382.3
10.03.2019 12:00:00	281.4
10.03.2019 12:02:00	264.4
10.03.2019 12:04:00	300.9
10.03.2019 12:06:00	327.1
10.03.2019 12:08:00	329
10.03.2019 12:10:00	399.4
10.03.2019 12:12:00	417.2
10.03.2019 12:14:00	437.9
10.03.2019 12:16:00	330.1
10.03.2019 12:18:00	442.8
10.03.2019 12:20:00	500.2
10.03.2019 12:22:00	437.9
10.03.2019 12:24:00	441.6
10.03.2019 12:26:00	487.7
10.03.2019 12:28:00	498
10.03.2019 12:30:00	451
10.03.2019 12:32:00	499.2
10.03.2019 12:34:00	498.6
10.03.2019 12:36:00	454
10.03.2019 12:38:00	456.7
10.03.2019 12:40:00	460.4
10.03.2019 12:42:00	357
10.03.2019 12:44:00	265
10.03.2019 12:46:00	234.3
10.03.2019 12:48:00	280.1
10.03.2019 12:50:00	342.8
10.03.2019 12:52:00	322.2
10.03.2019 12:54:00	321.2
10.03.2019 12:56:00	341.1
10.03.2019 12:58:00	361.6
10.03.2019 13:00:00	417.6
10.03.2019 13:02:00	421.3
10.03.2019 13:04:00	449.7
10.03.2019 13:06:00	492.7
10.03.2019 13:08:00	298.4
10.03.2019 13:10:00	278.7
10.03.2019 13:12:00	260.1
10.03.2019 13:14:00	304.5
10.03.2019 13:16:00	330.9
10.03.2019 13:18:00	294
10.03.2019 13:20:00	294.1
10.03.2019 13:22:00	274.8
10.03.2019 13:24:00	248.2
10.03.2019 13:26:00	271.2
10.03.2019 13:28:00	261.3
10.03.2019 13:30:00	209.7
10.03.2019 13:32:00	185.9
10.03.2019 13:34:00	166.3
10.03.2019 13:36:00	172.9
10.03.2019 13:38:00	194.8
10.03.2019 13:40:00	234.2
10.03.2019 13:42:00	239.5
10.03.2019 13:44:00	304.9
10.03.2019 13:46:00	317.3
10.03.2019 13:48:00	351.2
10.03.2019 13:50:00	328.9
10.03.2019 13:52:00	265.1
10.03.2019 13:54:00	239.4
10.03.2019 13:56:00	318
10.03.2019 13:58:00	287.8
10.03.2019 14:00:00	352.5
10.03.2019 14:02:00	301.5
10.03.2019 14:04:00	338.4
10.03.2019 14:06:00	257.5
10.03.2019 14:08:00	223.9
10.03.2019 14:10:00	231.2
10.03.2019 14:12:00	237.8
10.03.2019 14:14:00	216.1
10.03.2019 14:16:00	169.7
10.03.2019 14:18:00	165.2
10.03.2019 14:20:00	186.8
10.03.2019 14:22:00	145.1
10.03.2019 14:24:00	123.2
10.03.2019 14:26:00	113.1
10.03.2019 14:28:00	113.1
10.03.2019 14:30:00	128.8
10.03.2019 14:32:00	131.4
10.03.2019 14:34:00	114
10.03.2019 14:36:00	134
10.03.2019 14:38:00	139
10.03.2019 14:40:00	136.7
10.03.2019 14:42:00	148.8
10.03.2019 14:44:00	166
10.03.2019 14:46:00	147.6
10.03.2019 14:48:00	134.7
10.03.2019 14:50:00	141.5
10.03.2019 14:52:00	140.7
10.03.2019 14:54:00	167
10.03.2019 14:56:00	220.9
10.03.2019 14:58:00	190
10.03.2019 15:00:00	206.1
10.03.2019 15:02:00	207.8
10.03.2019 15:04:00	209.9
10.03.2019 15:06:00	285.2
10.03.2019 15:08:00	281.2
10.03.2019 15:10:00	227.8
10.03.2019 15:12:00	204.2
10.03.2019 15:14:00	190
10.03.2019 15:16:00	265.1
10.03.2019 15:18:00	284.3
10.03.2019 15:20:00	233.3
10.03.2019 15:22:00	159.2
10.03.2019 15:24:00	304.3
10.03.2019 15:26:00	256.2
10.03.2019 15:28:00	195.9
10.03.2019 15:30:00	164.4
10.03.2019 15:32:00	203
10.03.2019 15:34:00	343.6
10.03.2019 15:36:00	329.1
10.03.2019 15:38:00	246
10.03.2019 15:40:00	394.5
10.03.2019 15:42:00	218.9
10.03.2019 15:44:00	314.9
10.03.2019 15:46:00	376.2
10.03.2019 15:48:00	215.6
10.03.2019 15:50:00	200.9
10.03.2019 15:52:00	150.3
10.03.2019 15:54:00	156.3
10.03.2019 15:56:00	291.3
10.03.2019 15:58:00	283.6
10.03.2019 16:00:00	222.1
10.03.2019 16:02:00	161
10.03.2019 16:04:00	258
10.03.2019 16:06:00	107.6
10.03.2019 16:08:00	116
10.03.2019 16:10:00	99.3
10.03.2019 16:12:00	84.5
10.03.2019 16:14:00	75.89
10.03.2019 16:16:00	73.73
10.03.2019 16:18:00	81.4
10.03.2019 16:20:00	94.2
10.03.2019 16:22:00	63.73
10.03.2019 16:24:00	58
10.03.2019 16:26:00	61.99
10.03.2019 16:28:00	93.4
10.03.2019 16:30:00	207.3
10.03.2019 16:32:00	127
10.03.2019 16:34:00	233
10.03.2019 16:36:00	216.2
10.03.2019 16:38:00	218.5
10.03.2019 16:40:00	213.2
10.03.2019 16:42:00	198.9
10.03.2019 16:44:00	204
10.03.2019 16:46:00	194.6
10.03.2019 16:48:00	174.9
10.03.2019 16:50:00	137.9
10.03.2019 16:52:00	125.9
10.03.2019 16:54:00	160.7
10.03.2019 16:56:00	91.9
10.03.2019 16:58:00	38.56
10.03.2019 17:00:00	34.71
10.03.2019 17:02:00	33.48
10.03.2019 17:04:00	33.17
10.03.2019 17:06:00	33.56
10.03.2019 17:08:00	37.08
10.03.2019 17:10:00	41.76
10.03.2019 17:12:00	46.16
10.03.2019 17:14:00	46.24
10.03.2019 17:16:00	48.54
10.03.2019 17:18:00	54.33
10.03.2019 17:20:00	60.02
10.03.2019 17:22:00	61.35
10.03.2019 17:24:00	58.01
10.03.2019 17:26:00	52.61
10.03.2019 17:28:00	46.03
10.03.2019 17:30:00	50.56
10.03.2019 17:32:00	53.27
10.03.2019 17:34:00	42.2
10.03.2019 17:36:00	38.68
10.03.2019 17:38:00	41.39
10.03.2019 17:40:00	39.03
10.03.2019 17:42:00	37.79
10.03.2019 17:44:00	31.58
10.03.2019 17:46:00	27.83
10.03.2019 17:48:00	25.58
10.03.2019 17:50:00	23.01
10.03.2019 17:52:00	19.66
10.03.2019 17:54:00	16.44
10.03.2019 17:56:00	14.54
10.03.2019 17:58:00	13.82
10.03.2019 18:00:00	10.27
10.03.2019 18:02:00	7.831
10.03.2019 18:04:00	6.357
10.03.2019 18:06:00	5.505
10.03.2019 18:08:00	5.26
10.03.2019 18:10:00	4.873
10.03.2019 18:12:00	4.108
10.03.2019 18:14:00	3.438
10.03.2019 18:16:00	2.771
10.03.2019 18:18:00	2.755
10.03.2019 18:20:00	2.071
10.03.2019 18:22:00	1.856
10.03.2019 18:24:00	1.614
10.03.2019 18:26:00	1.662
10.03.2019 18:28:00	1.652
10.03.2019 18:30:00	1.18
10.03.2019 18:32:00	1.119
10.03.2019 18:34:00	1.1
10.03.2019 18:36:00	0.611
10.03.2019 18:38:00	0.172
10.03.2019 18:40:00	0.057
10.03.2019 18:42:00	0
10.03.2019 18:44:00	0.429
10.03.2019 18:46:00	0.868
10.03.2019 18:48:00	0.66
10.03.2019 18:50:00	0.473
10.03.2019 18:52:00	0.806
10.03.2019 18:54:00	0.983
10.03.2019 18:56:00	0.786
10.03.2019 18:58:00	0.785
10.03.2019 19:00:00	0.926
10.03.2019 19:02:00	0.883
10.03.2019 19:04:00	0.785
10.03.2019 19:06:00	0.773
10.03.2019 19:08:00	0.533
10.03.2019 19:10:00	0.5
10.03.2019 19:12:00	0.362
10.03.2019 19:14:00	0.488
10.03.2019 19:16:00	0.81
10.03.2019 19:18:00	0.69
10.03.2019 19:20:00	0.536
10.03.2019 19:22:00	0.516
10.03.2019 19:24:00	0.574
10.03.2019 19:26:00	0.71
10.03.2019 19:28:00	0.791
10.03.2019 19:30:00	0.971
10.03.2019 19:32:00	1.099
10.03.2019 19:34:00	1.222
10.03.2019 19:36:00	1.284
10.03.2019 19:38:00	1.298
10.03.2019 19:40:00	1.009
10.03.2019 19:42:00	0.59
10.03.2019 19:44:00	0.513
10.03.2019 19:46:00	0.589
10.03.2019 19:48:00	0.364
10.03.2019 19:50:00	0.145
10.03.2019 19:52:00	0.195
10.03.2019 19:54:00	0.387
10.03.2019 19:56:00	0.569
10.03.2019 19:58:00	0.763
10.03.2019 20:00:00	0.93
10.03.2019 20:02:00	0.846
10.03.2019 20:04:00	0.733
10.03.2019 20:06:00	0.622
10.03.2019 20:08:00	0.584
10.03.2019 20:10:00	0.629
10.03.2019 20:12:00	0.821
10.03.2019 20:14:00	0.983
10.03.2019 20:16:00	0.902
10.03.2019 20:18:00	0.638
10.03.2019 20:20:00	0.8
10.03.2019 20:22:00	0.893
10.03.2019 20:24:00	0.658
10.03.2019 20:26:00	0.766
10.03.2019 20:28:00	0.953
10.03.2019 20:30:00	1.023
10.03.2019 20:32:00	1.109
10.03.2019 20:34:00	0.971
10.03.2019 20:36:00	0.878
10.03.2019 20:38:00	0.809
10.03.2019 20:40:00	0.964
10.03.2019 20:42:00	0.86
10.03.2019 20:44:00	0.718
10.03.2019 20:46:00	0.946
10.03.2019 20:48:00	1.111
10.03.2019 20:50:00	0.933
10.03.2019 20:52:00	0.987
10.03.2019 20:54:00	1.107
10.03.2019 20:56:00	1.543
10.03.2019 20:58:00	1.292
10.03.2019 21:00:00	1.018
10.03.2019 21:02:00	0.951
10.03.2019 21:04:00	1.268
10.03.2019 21:06:00	1.647
10.03.2019 21:08:00	1.714
10.03.2019 21:10:00	1.826
10.03.2019 21:12:00	1.894
10.03.2019 21:14:00	1.799
10.03.2019 21:16:00	1.445
10.03.2019 21:18:00	1.107
10.03.2019 21:20:00	1.185
10.03.2019 21:22:00	0.93
10.03.2019 21:24:00	0.555
10.03.2019 21:26:00	0.631
10.03.2019 21:28:00	0.908
10.03.2019 21:30:00	1.18
10.03.2019 21:32:00	1.185
10.03.2019 21:34:00	0.854
10.03.2019 21:36:00	0.77
10.03.2019 21:38:00	0.706
10.03.2019 21:40:00	0.822
10.03.2019 21:42:00	0.727
10.03.2019 21:44:00	0.847
10.03.2019 21:46:00	0.911
10.03.2019 21:48:00	0.887
10.03.2019 21:50:00	0.857
10.03.2019 21:52:00	0.847
10.03.2019 21:54:00	0.747
10.03.2019 21:56:00	0.697
10.03.2019 21:58:00	0.503
10.03.2019 22:00:00	0.288
10.03.2019 22:02:00	0.54
10.03.2019 22:04:00	0.289
10.03.2019 22:06:00	0.027
10.03.2019 22:08:00	0.232
10.03.2019 22:10:00	0.436
10.03.2019 22:12:00	0.553
10.03.2019 22:14:00	0.394
10.03.2019 22:16:00	0.464
10.03.2019 22:18:00	0.723
10.03.2019 22:20:00	0.864
10.03.2019 22:22:00	1.248
10.03.2019 22:24:00	1.278
10.03.2019 22:26:00	1.296
10.03.2019 22:28:00	1.606
10.03.2019 22:30:00	2.092
10.03.2019 22:32:00	2.622
10.03.2019 22:34:00	3.066
10.03.2019 22:36:00	2.982
10.03.2019 22:38:00	2.477
10.03.2019 22:40:00	1.801
10.03.2019 22:42:00	0.629
10.03.2019 22:44:00	0
10.03.2019 22:46:00	0
10.03.2019 22:48:00	0
10.03.2019 22:50:00	0
10.03.2019 22:52:00	0
10.03.2019 22:54:00	0
10.03.2019 22:56:00	0
10.03.2019 22:58:00	0
10.03.2019 23:00:00	0
10.03.2019 23:02:00	0
10.03.2019 23:04:00	0.24
10.03.2019 23:06:00	0.327
10.03.2019 23:08:00	0.345
10.03.2019 23:10:00	0.395
10.03.2019 23:12:00	0.272
10.03.2019 23:14:00	0.164
10.03.2019 23:16:00	0.394
10.03.2019 23:18:00	0.357
10.03.2019 23:20:00	0.541
10.03.2019 23:22:00	0.713
10.03.2019 23:24:00	0.748
10.03.2019 23:26:00	0.757
10.03.2019 23:28:00	0.859
10.03.2019 23:30:00	1.016
10.03.2019 23:32:00	0.845
10.03.2019 23:34:00	1.022
10.03.2019 23:36:00	1.27
10.03.2019 23:38:00	1.154
10.03.2019 23:40:00	1.15
10.03.2019 23:42:00	1.4
10.03.2019 23:44:00	1.482
10.03.2019 23:46:00	1.653
10.03.2019 23:48:00	1.857
10.03.2019 23:50:00	1.203
10.03.2019 23:52:00	1.096
10.03.2019 23:54:00	1.516
10.03.2019 23:56:00	1.417
10.03.2019 23:58:00	1.091
11.03.2019 00:00:00	1.197
11.03.2019 00:02:00	1.247
11.03.2019 00:04:00	1.331
11.03.2019 00:06:00	1.601
11.03.2019 00:08:00	1.59
11.03.2019 00:10:00	1.549
11.03.2019 00:12:00	1.41
11.03.2019 00:14:00	1.45
11.03.2019 00:16:00	1.366
11.03.2019 00:18:00	1.29
11.03.2019 00:20:00	1.271
11.03.2019 00:22:00	1.276
11.03.2019 00:24:00	1.329
11.03.2019 00:26:00	1.36
11.03.2019 00:28:00	1.415
11.03.2019 00:30:00	1.465
11.03.2019 00:32:00	1.417
11.03.2019 00:34:00	1.395
11.03.2019 00:36:00	1.339
11.03.2019 00:38:00	1.226
11.03.2019 00:40:00	1.02
11.03.2019 00:42:00	1.006
11.03.2019 00:44:00	1.009
11.03.2019 00:46:00	0.956
11.03.2019 00:48:00	1.061
11.03.2019 00:50:00	1.103
11.03.2019 00:52:00	1.152
11.03.2019 00:54:00	1.203
11.03.2019 00:56:00	1.315
11.03.2019 00:58:00	1.402
11.03.2019 01:00:00	1.399
11.03.2019 01:02:00	1.392
11.03.2019 01:04:00	1.392
11.03.2019 01:06:00	1.182
11.03.2019 01:08:00	1.145
11.03.2019 01:10:00	1.322
11.03.2019 01:12:00	1.372
11.03.2019 01:14:00	1.426
11.03.2019 01:16:00	1.449
11.03.2019 01:18:00	1.207
11.03.2019 01:20:00	0.966
11.03.2019 01:22:00	1.115
11.03.2019 01:24:00	1.102
11.03.2019 01:26:00	1.042
11.03.2019 01:28:00	0.872
11.03.2019 01:30:00	0.659
11.03.2019 01:32:00	0.918
11.03.2019 01:34:00	0.657
11.03.2019 01:36:00	0.93
11.03.2019 01:38:00	1.225
11.03.2019 01:40:00	1.411
11.03.2019 01:42:00	1.359
11.03.2019 01:44:00	1.18
11.03.2019 01:46:00	1.179
11.03.2019 01:48:00	1.183
11.03.2019 01:50:00	1.183
11.03.2019 01:52:00	1.156
11.03.2019 01:54:00	1.106
11.03.2019 01:56:00	1.058
11.03.2019 01:58:00	0.961
11.03.2019 02:00:00	1.168
11.03.2019 02:02:00	1.245
11.03.2019 02:04:00	1.124
11.03.2019 02:06:00	1.291
11.03.2019 02:08:00	1.221
11.03.2019 02:10:00	1.031
11.03.2019 02:12:00	1.115
11.03.2019 02:14:00	1.171
11.03.2019 02:16:00	1.225
11.03.2019 02:18:00	1.305
11.03.2019 02:20:00	1.124
11.03.2019 02:22:00	1.184
11.03.2019 02:24:00	1.321
11.03.2019 02:26:00	1.374
11.03.2019 02:28:00	1.195
11.03.2019 02:30:00	1.184
11.03.2019 02:32:00	1.282
11.03.2019 02:34:00	1.3
11.03.2019 02:36:00	1.268
11.03.2019 02:38:00	1.255
11.03.2019 02:40:00	1.282
11.03.2019 02:42:00	1.317
11.03.2019 02:44:00	1.397
11.03.2019 02:46:00	1.409
11.03.2019 02:48:00	1.383
11.03.2019 02:50:00	1.362
11.03.2019 02:52:00	1.215
11.03.2019 02:54:00	1.094
11.03.2019 02:56:00	1.173
11.03.2019 02:58:00	1.295
11.03.2019 03:00:00	1.443
11.03.2019 03:02:00	1.46
11.03.2019 03:04:00	1.513
11.03.2019 03:06:00	1.516
11.03.2019 03:08:00	1.482
11.03.2019 03:10:00	1.374
11.03.2019 03:12:00	1.332
11.03.2019 03:14:00	1.322
11.03.2019 03:16:00	1.284
11.03.2019 03:18:00	1.339
11.03.2019 03:20:00	1.391
11.03.2019 03:22:00	1.474
11.03.2019 03:24:00	1.451
11.03.2019 03:26:00	1.439
11.03.2019 03:28:00	1.419
11.03.2019 03:30:00	1.402
11.03.2019 03:32:00	1.369
11.03.2019 03:34:00	1.308
